filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score,predicted_repair_cost,predicted_repair_cost_label,predicted_repair
bedroom (570).jpg,bedroom,alcove,0.4458,0.1944,0.5886,0.0371,3,0.0,0.1857,2.33,0.5639,2,0.0374,2,12.0119,0.4943,152200.23,152 200 RUB,Косметический
bedroom (571).jpg,bedroom,bedroom,0.6614,0.2045,1.0,0.0822,3,0.0,0.1722,2.3186,0.6908,3,0.0137,1,5.3333,0.4481,124197.5,124 198 RUB,Косметический
bedroom (572).jpg,bedroom,bedroom,0.4974,0.2179,1.0,0.1076,3,0.0284,0.2028,2.3267,0.562,1,0.0783,3,17.857,0.3803,152564.82,152 565 RUB,Косметический
bedroom (573).jpg,bedroom,basement,0.6015,0.17,0.6125,0.062,0,0.0,0.1662,2.33,0.7173,0,0.0229,0,0.0,0.5444,79868.22,79 868 RUB,Без ремонта
bedroom (574).jpg,bedroom,bow_window/indoor,0.675,0.2158,1.0,0.081,3,0.0001,0.1934,2.33,0.6802,1,0.0214,1,6.006,0.4538,116771.02,116 771 RUB,Косметический
bedroom (575).jpg,bedroom,bow_window/indoor,0.3817,0.1532,0.5804,0.0929,0,0.0001,0.1603,2.3186,0.5987,1,0.0051,0,0.0,0.46,99628.25,99 628 RUB,Косметический
bedroom (576).jpg,bedroom,bedchamber,0.5271,0.2316,0.3609,0.0805,0,0.0,0.2329,2.3186,0.5606,1,0.0207,0,0.0,0.5865,90721.26,90 721 RUB,Косметический
bedroom (577).jpg,bedroom,bow_window/indoor,0.5401,0.1155,1.0,0.0428,0,0.0,0.1734,2.33,0.7861,0,0.0174,0,0.0,0.4075,81579.79,81 580 RUB,Без ремонта
bedroom (578).jpg,bedroom,childs_room,0.3773,0.1338,0.6103,0.084,2,0.0032,0.1916,2.33,0.6454,0,0.0489,0,0.0,0.4513,101776.75,101 777 RUB,Косметический
bedroom (579).jpg,bedroom,bow_window/indoor,0.4089,0.1041,0.6344,0.032,0,0.0001,0.0848,2.3186,0.7455,1,0.0062,0,0.0,0.4668,89198.44,89 198 RUB,Без ремонта
bedroom (58).jpeg,bedroom,entrance_hall,0.6045,0.139,0.338,0.024,0,0.0003,0.1442,2.33,0.7701,3,0.0075,0,0.0,0.6356,94253.1,94 253 RUB,Косметический
bedroom (58).jpg,bedroom,recreation_room,0.4696,0.2407,0.7541,0.0829,3,0.0047,0.1778,2.3186,0.4875,1,0.0304,3,15.9999,0.4455,147979.55,147 980 RUB,Косметический
bedroom (580).jpg,bedroom,artists_loft,0.4651,0.1078,0.2336,0.024,0,0.0,0.137,2.3186,0.7681,0,0.0046,0,0.0,0.6112,75550.15,75 550 RUB,Без ремонта
bedroom (581).jpg,bedroom,basement,0.4961,0.1469,0.1356,0.0234,0,0.0,0.1577,2.3186,0.7038,0,0.0028,0,0.0,0.6531,72856.61,72 857 RUB,Без ремонта
bedroom (582).jpg,bedroom,bow_window/indoor,0.4249,0.1493,0.1846,0.0358,0,0.0093,0.1611,2.3333,0.6487,3,0.0201,0,0.0,0.6084,104848.81,104 849 RUB,Косметический
bedroom (583).jpg,bedroom,childs_room,0.4625,0.1649,1.0,0.1434,4,0.0077,0.1852,2.3069,0.6434,1,0.0585,1,5.988,0.3571,130863.12,130 863 RUB,Косметический
bedroom (584).jpg,bedroom,alcove,0.7425,0.152,1.0,0.0366,0,0.0,0.1855,2.33,0.7953,1,0.0168,0,0.0,0.4897,82855.89,82 856 RUB,Без ремонта
bedroom (585).jpg,bedroom,utility_room,0.4176,0.1761,1.0,0.0768,2,0.0022,0.1792,2.33,0.5782,0,0.1186,1,6.006,0.3519,138367.1,138 367 RUB,Косметический
bedroom (586).jpg,bedroom,childs_room,0.5543,0.1142,1.0,0.0654,23,0.0004,0.1703,2.33,0.7939,0,0.0334,5,30.0298,0.4087,156725.27,156 725 RUB,Косметический
bedroom (587).jpg,bedroom,garage/indoor,0.7011,0.0924,0.2556,0.022,0,0.0,0.135,2.33,0.8682,3,0.0057,0,0.0,0.6993,91665.37,91 665 RUB,Косметический
bedroom (588).jpg,bedroom,garage/indoor,0.5188,0.1078,0.2083,0.0316,1,0.0,0.1704,2.33,0.7921,0,0.003,0,0.0,0.6387,72784.09,72 784 RUB,Без ремонта
bedroom (589).jpg,bedroom,dorm_room,0.4333,0.1726,0.4018,0.0581,2,0.0,0.1838,2.3186,0.6018,0,0.0623,2,10.6666,0.5412,128329.42,128 329 RUB,Косметический
bedroom (59).jpeg,bedroom,bow_window/indoor,0.5865,0.1071,0.4448,0.0347,0,0.0,0.1576,2.33,0.8175,1,0.0004,0,0.0,0.5942,78030.35,78 030 RUB,Без ремонта
bedroom (59).jpg,bedroom,bedroom,0.6104,0.2588,0.7483,0.0506,4,0.0003,0.1734,2.3186,0.576,3,0.0252,3,15.9999,0.5096,158874.52,158 875 RUB,Косметический
bedroom (590).jpg,bedroom,attic,0.6019,0.123,0.7285,0.0617,0,0.0,0.1412,2.33,0.7956,1,0.0008,0,0.0,0.5099,78658.87,78 659 RUB,Без ремонта
bedroom (591).jpg,bedroom,garage/indoor,0.4986,0.1078,0.138,0.033,0,0.0,0.134,2.3186,0.7838,0,0.0323,0,0.0,0.6514,78139.07,78 139 RUB,Без ремонта
bedroom (592).jpg,bedroom,closet,0.4981,0.1079,0.1303,0.0277,0,0.0,0.1624,2.3333,0.7834,0,0.0252,0,0.0,0.6546,74829.08,74 829 RUB,Без ремонта
bedroom (593).jpg,bedroom,bow_window/indoor,0.483,0.2118,0.5674,0.0385,0,0.0,0.189,2.33,0.5615,2,0.0162,0,0.0,0.5153,98467.71,98 468 RUB,Косметический
bedroom (594).jpg,bedroom,garage/indoor,0.5259,0.1741,0.1992,0.0251,0,0.0,0.1498,2.3186,0.6689,1,0.0057,0,0.0,0.6456,81563.16,81 563 RUB,Без ремонта
bedroom (595).jpg,bedroom,dorm_room,0.537,0.1948,0.5707,0.051,4,0.0,0.1644,2.31,0.6373,1,0.0461,1,6.0423,0.5334,117973.22,117 973 RUB,Косметический
bedroom (596).jpg,bedroom,entrance_hall,0.579,0.1516,0.5028,0.0753,1,0.0,0.2064,2.33,0.7381,2,0.0483,0,0.0,0.5657,90785.82,90 786 RUB,Косметический
bedroom (599).jpg,bedroom,bow_window/indoor,0.4329,0.166,0.5112,0.0475,0,0.2433,0.1434,2.3232,0.6165,2,0.0029,0,0.0,0.5346,96730.35,96 730 RUB,Косметический
bedroom (6).jpg,bedroom,attic,0.7101,0.1268,0.1997,0.0178,0,0.0,0.1149,2.3186,0.8215,2,0.0018,0,0.0,0.7206,76446.37,76 446 RUB,Без ремонта
bedroom (60).jpeg,bedroom,attic,0.4367,0.1832,1.0,0.0485,0,0.0001,0.1451,2.3186,0.5806,2,0.0095,0,0.0,0.365,104984.16,104 984 RUB,Косметический
bedroom (60).jpg,bedroom,dorm_room,0.4388,0.1688,0.4122,0.0705,3,0.0035,0.1881,2.3186,0.6154,1,0.0919,1,5.3333,0.5381,131387.38,131 387 RUB,Косметический
bedroom (600).jpg,bedroom,bow_window/indoor,0.5969,0.1488,0.1606,0.0279,0,0.0,0.1551,2.3303,0.7508,1,0.0177,0,0.0,0.685,82053.72,82 054 RUB,Без ремонта
bedroom (601).jpg,bedroom,attic,0.684,0.124,0.2954,0.0188,0,0.0,0.1676,2.3186,0.8187,3,0.006,0,0.0,0.6812,94156.43,94 156 RUB,Косметический
bedroom (602).jpg,bedroom,basement,0.7993,0.0961,0.1172,0.0186,0,0.0,0.1316,2.3069,0.8798,2,0.0,0,0.0,0.7808,75227.81,75 228 RUB,Без ремонта
bedroom (603).jpg,bedroom,childs_room,0.6038,0.1168,0.8309,0.0587,4,0.0,0.1431,2.33,0.8066,0,0.0397,3,18.0179,0.4805,129396.4,129 396 RUB,Косметический
bedroom (604).jpg,bedroom,dorm_room,0.4508,0.2678,1.0,0.1049,21,0.01,0.1925,2.3186,0.4058,0,0.1408,3,15.9999,0.3603,181329.04,181 329 RUB,Капитальный
bedroom (606).jpg,bedroom,alcove,0.6151,0.0514,0.1158,0.0211,0,0.0,0.1216,2.33,0.9164,0,0.0001,0,0.0,0.7071,65810.97,65 811 RUB,Без ремонта
bedroom (607).jpg,bedroom,bow_window/indoor,0.5359,0.1639,0.5731,0.0504,0,0.0,0.1602,2.3186,0.6942,0,0.0946,0,0.0,0.5324,93671.24,93 671 RUB,Косметический
bedroom (608).jpg,bedroom,bow_window/indoor,0.4868,0.1334,0.9904,0.0483,1,0.003,0.1462,2.3069,0.7261,0,0.0136,0,0.0,0.3883,83064.83,83 065 RUB,Без ремонта
bedroom (609).jpg,bedroom,bow_window/indoor,0.4975,0.1093,0.2264,0.0336,0,0.0,0.1522,2.32,0.7803,0,0.0061,0,0.0,0.6244,77552.08,77 552 RUB,Без ремонта
bedroom (61).jpeg,bedroom,bow_window/indoor,0.4081,0.2221,0.2804,0.0289,0,0.0,0.1622,2.3186,0.4559,2,0.0273,0,0.0,0.5734,99537.14,99 537 RUB,Косметический
bedroom (61).jpg,bedroom,bow_window/indoor,0.5822,0.1088,0.1506,0.0358,0,0.0037,0.1292,2.3186,0.813,1,0.0086,0,0.0,0.6809,77474.63,77 475 RUB,Без ремонта
bedroom (610).jpg,bedroom,bow_window/indoor,0.5469,0.2093,0.3817,0.0392,0,0.0,0.1672,2.3097,0.6173,4,0.0061,0,0.0,0.5964,111699.7,111 700 RUB,Косметический
bedroom (611).jpg,bedroom,basement,0.5361,0.1621,1.0,0.0606,0,0.0013,0.179,2.33,0.6976,0,0.0357,0,0.0,0.4025,88407.64,88 408 RUB,Без ремонта
bedroom (615).jpg,bedroom,bedroom,0.5605,0.1254,1.0,0.0486,3,0.0003,0.1367,2.3069,0.7763,0,0.0425,3,17.964,0.4145,129393.65,129 394 RUB,Косметический
bedroom (616).jpg,bedroom,bow_window/indoor,0.8071,0.1255,1.0,0.0657,0,0.0,0.1265,2.33,0.8445,2,0.0081,0,0.0,0.5097,90087.67,90 088 RUB,Косметический
bedroom (617).jpg,bedroom,bedroom,0.6489,0.1654,0.5026,0.0451,4,0.0,0.1786,2.32,0.7451,1,0.0158,3,18.0722,0.5998,126611.8,126 612 RUB,Косметический
bedroom (618).jpg,bedroom,youth_hostel,0.3404,0.2123,1.0,0.07,1,0.0,0.1852,2.3186,0.3762,1,0.0225,1,5.3333,0.3222,122589.12,122 589 RUB,Косметический
bedroom (619).jpg,bedroom,bedroom,0.5304,0.1895,1.0,0.1129,6,0.0007,0.2286,2.3186,0.6427,2,0.0422,3,15.9999,0.3896,161083.01,161 083 RUB,Косметический
bedroom (62).jpeg,bedroom,bedroom,0.3435,0.2259,0.5256,0.0397,3,0.0,0.1953,2.3186,0.3424,1,0.0307,2,10.6666,0.4718,143968.08,143 968 RUB,Косметический
bedroom (620).jpg,bedroom,nursery,0.4622,0.1841,0.2812,0.0561,4,0.0,0.1768,2.31,0.6017,1,0.0616,3,18.1268,0.5893,142339.66,142 340 RUB,Косметический
bedroom (621).jpg,bedroom,bow_window/indoor,0.3478,0.1573,0.1706,0.0187,0,0.0008,0.1373,2.3333,0.5479,0,0.0174,0,0.0,0.5843,83944.76,83 945 RUB,Без ремонта
bedroom (622).jpg,bedroom,childs_room,0.622,0.1735,0.9696,0.067,3,0.0203,0.1761,2.32,0.721,2,0.0261,1,6.0241,0.4466,125804.91,125 805 RUB,Косметический
bedroom (623).jpg,bedroom,bow_window/indoor,0.4956,0.1676,0.352,0.0572,0,0.0093,0.1465,2.3186,0.6619,3,0.0001,0,0.0,0.5822,100900.29,100 900 RUB,Косметический
bedroom (624).jpg,bedroom,bedroom,0.3775,0.2062,1.0,0.0759,3,0.0001,0.1449,2.3186,0.4538,0,0.0462,3,15.9999,0.3358,144430.54,144 431 RUB,Косметический
bedroom (625).jpg,bedroom,bedroom,0.5007,0.2451,0.3259,0.0495,6,0.0,0.1673,2.3186,0.5105,0,0.0294,6,31.9998,0.5926,143535.32,143 535 RUB,Косметический
bedroom (626).jpg,bedroom,closet,0.5043,0.0803,0.2675,0.0289,0,0.0003,0.1256,2.3186,0.8408,0,0.0166,0,0.0,0.6157,76591.43,76 591 RUB,Без ремонта
bedroom (627).jpg,bedroom,bedroom,0.393,0.187,1.0,0.1323,4,0.0,0.2074,2.33,0.5242,0,0.1038,3,18.0179,0.3307,165606.88,165 607 RUB,Косметический
bedroom (628).jpg,bedroom,bow_window/indoor,0.4487,0.1676,0.2629,0.0384,0,0.0,0.1554,2.3186,0.6266,1,0.012,0,0.0,0.593,91524.12,91 524 RUB,Косметический
bedroom (629).jpg,bedroom,basement,0.5181,0.1406,0.4795,0.037,0,0.0,0.1708,2.3258,0.7287,0,0.0248,0,0.0,0.556,79818.56,79 819 RUB,Без ремонта
bedroom (63).jpeg,bedroom,basement,0.422,0.0977,0.1005,0.021,0,0.0,0.1252,2.3186,0.7684,0,0.0047,0,0.0,0.6344,75646.95,75 647 RUB,Без ремонта
bedroom (63).jpg,bedroom,bow_window/indoor,0.5843,0.2864,0.2652,0.0251,0,0.0003,0.1393,2.3186,0.5098,0,0.0022,0,0.0,0.6492,83883.21,83 883 RUB,Без ремонта
bedroom (631).jpg,bedroom,artists_loft,0.3017,0.1881,0.5555,0.042,0,0.0,0.1446,2.3186,0.3765,0,0.0066,0,0.0,0.4457,98658.37,98 658 RUB,Косметический
bedroom (632).jpg,bedroom,bedroom,0.607,0.2003,1.0,0.1402,23,0.0005,0.2065,2.31,0.67,2,0.1091,4,24.169,0.4148,180901.1,180 901 RUB,Капитальный
bedroom (633).jpg,bedroom,attic,0.6107,0.2004,0.4762,0.0563,0,0.0,0.2084,2.3333,0.6719,6,0.0178,0,0.0,0.5902,114663.84,114 664 RUB,Косметический
bedroom (635).jpg,bedroom,bedroom,0.657,0.195,1.0,0.0686,1,0.0,0.1613,2.3267,0.7031,4,0.0524,1,5.9523,0.4491,139218.77,139 219 RUB,Косметический
bedroom (636).jpg,bedroom,television_room,0.4217,0.2146,1.0,0.0856,0,0.0029,0.1987,2.32,0.491,0,0.0273,0,0.0,0.3519,99980.73,99 981 RUB,Косметический
bedroom (637).jpg,bedroom,bedroom,0.4664,0.1883,1.0,0.1626,1,0.0,0.1774,2.33,0.5962,1,0.0938,1,6.006,0.354,136716.56,136 717 RUB,Косметический
bedroom (639).jpg,bedroom,bow_window/indoor,0.3776,0.1981,0.3832,0.0554,1,0.0037,0.1672,2.3303,0.4753,1,0.0169,0,0.0,0.5253,93983.7,93 984 RUB,Косметический
bedroom (64).jpeg,bedroom,basement,0.7167,0.0922,0.094,0.0129,0,0.0,0.1284,2.33,0.8713,1,0.0,0,0.0,0.7559,69501.15,69 501 RUB,Без ремонта
bedroom (64).jpg,bedroom,shower,0.6018,0.1657,0.4438,0.0495,1,0.0,0.1423,2.3186,0.7247,0,0.0222,0,0.0,0.5977,78301.9,78 302 RUB,Без ремонта
bedroom (640).jpg,bedroom,attic,0.6123,0.0888,0.1082,0.0105,0,0.0,0.1281,2.32,0.8551,1,0.0017,0,0.0,0.7103,75293.78,75 294 RUB,Без ремонта
bedroom (641).jpg,bedroom,attic,0.7123,0.1727,0.4285,0.0221,0,0.0,0.1757,2.33,0.7575,2,0.0063,0,0.0,0.652,87710.73,87 711 RUB,Без ремонта
bedroom (642).jpg,bedroom,attic,0.7237,0.1087,0.3179,0.0165,1,0.0,0.1156,2.33,0.8498,2,0.0085,0,0.0,0.6908,83371.44,83 371 RUB,Без ремонта
bedroom (643).jpg,bedroom,alcove,0.6985,0.1351,1.0,0.1378,1,0.0003,0.1636,2.3186,0.8066,3,0.0236,0,0.0,0.4519,108922.18,108 922 RUB,Косметический
bedroom (644).jpg,bedroom,bow_window/indoor,0.5415,0.106,0.7622,0.0272,1,0.0002,0.1188,2.33,0.8043,0,0.0039,0,0.0,0.4825,79352.36,79 352 RUB,Без ремонта
bedroom (645).jpg,bedroom,bow_window/indoor,0.5366,0.1186,0.9387,0.0251,0,0.0,0.1267,2.33,0.779,0,0.0057,0,0.0,0.428,78732.29,78 732 RUB,Без ремонта
bedroom (646).jpg,bedroom,nursery,0.4685,0.1965,1.0,0.0571,5,0.0,0.1655,2.3186,0.5807,1,0.0799,5,26.6665,0.376,152897.29,152 897 RUB,Косметический
bedroom (647).jpg,bedroom,bedroom,0.5149,0.2437,0.2116,0.0349,3,0.0006,0.2069,2.3186,0.5266,1,0.0108,2,10.6666,0.6356,128020.13,128 020 RUB,Косметический
bedroom (648).jpg,bedroom,bow_window/indoor,0.6937,0.0961,0.4564,0.0508,0,0.0,0.1332,2.3069,0.8615,4,0.0007,0,0.0,0.6304,99445.12,99 445 RUB,Косметический
bedroom (649).jpg,bedroom,bow_window/indoor,0.538,0.1233,1.0,0.0441,0,0.0002,0.1359,2.3097,0.7709,2,0.0031,0,0.0,0.4064,93839.8,93 840 RUB,Косметический
bedroom (65).jpeg,bedroom,bedroom,0.4729,0.183,1.0,0.083,6,0.0002,0.214,2.32,0.613,0,0.0794,6,36.1444,0.3726,156679.36,156 679 RUB,Косметический
bedroom (65).jpg,bedroom,playroom,0.6751,0.1667,0.7335,0.0767,5,0.0008,0.1789,2.3186,0.753,0,0.0328,1,5.3333,0.5347,109403.97,109 404 RUB,Косметический
bedroom (650).jpg,bedroom,nursery,0.5907,0.138,1.0,0.0829,4,0.0004,0.1842,2.3069,0.7663,1,0.0236,4,23.952,0.4198,137208.34,137 208 RUB,Косметический
bedroom (651).jpg,bedroom,elevator_lobby,0.4364,0.1799,1.0,0.1174,4,0.0,0.1869,2.3333,0.5878,0,0.0403,2,12.0481,0.3511,146867.77,146 868 RUB,Косметический
bedroom (652).jpg,bedroom,bow_window/indoor,0.451,0.1395,0.107,0.0308,0,0.0001,0.1194,2.3186,0.6908,2,0.0111,0,0.0,0.6421,92744.3,92 744 RUB,Косметический
bedroom (654).jpg,bedroom,basement,0.6151,0.1967,0.1051,0.0132,0,0.0,0.1974,2.3333,0.6803,1,0.0115,0,0.0,0.7119,82004.0,82 004 RUB,Без ремонта
bedroom (655).jpg,bedroom,basement,0.5618,0.1308,0.6882,0.0381,0,0.0,0.1486,2.3186,0.7671,1,0.005,0,0.0,0.5106,81920.05,81 920 RUB,Без ремонта
bedroom (657).jpg,bedroom,basement,0.7236,0.0954,0.5947,0.0512,0,0.0,0.1398,2.33,0.8682,4,0.0005,0,0.0,0.6008,96568.8,96 569 RUB,Косметический
bedroom (658).jpg,bedroom,bow_window/indoor,0.5023,0.2868,1.0,0.2127,8,0.0002,0.1912,2.3232,0.429,1,0.0304,5,30.395,0.3584,161801.11,161 801 RUB,Косметический
bedroom (659).jpg,bedroom,bedroom,0.5996,0.1763,0.7037,0.0688,2,0.0,0.1686,2.33,0.706,1,0.038,2,12.0119,0.515,134692.36,134 692 RUB,Косметический
bedroom (66).jpeg,bedroom,television_room,0.5526,0.1767,1.0,0.0708,5,0.0,0.2034,2.32,0.6802,2,0.0712,4,24.0962,0.4069,158844.68,158 845 RUB,Косметический
bedroom (66).jpg,bedroom,bedroom,0.6144,0.2329,0.6471,0.0804,5,0.0,0.1667,2.3186,0.6209,0,0.0125,5,26.6665,0.5355,130319.62,130 320 RUB,Косметический
bedroom (660).jpg,bedroom,home_theater,0.6195,0.2263,0.1301,0.0289,2,0.0,0.1694,2.3186,0.6347,1,0.005,2,10.6666,0.703,126370.71,126 371 RUB,Косметический
bedroom (661).jpg,bedroom,childs_room,0.4442,0.2291,0.9799,0.0956,8,0.0001,0.2074,2.33,0.4843,1,0.0492,3,18.0179,0.3646,159423.27,159 423 RUB,Косметический
bedroom (662).jpg,bedroom,bow_window/indoor,0.4369,0.1423,1.0,0.0904,0,0.0234,0.1619,2.33,0.6743,0,0.0519,0,0.0,0.359,98614.51,98 615 RUB,Косметический
bedroom (663).jpg,bedroom,bow_window/indoor,0.5845,0.1465,0.6947,0.0777,0,0.0067,0.1932,2.3186,0.7494,1,0.005,0,0.0,0.5105,83314.6,83 315 RUB,Без ремонта
bedroom (664).jpg,bedroom,entrance_hall,0.5589,0.2461,1.0,0.0884,0,0.0,0.1711,2.31,0.5597,1,0.0277,0,0.0,0.4059,99192.01,99 192 RUB,Косметический
bedroom (665).jpg,bedroom,bedroom,0.5146,0.1597,0.2335,0.044,2,0.0,0.1557,2.32,0.6897,0,0.0328,1,6.0241,0.627,107463.39,107 463 RUB,Косметический
bedroom (666).jpg,bedroom,bedroom,0.6327,0.1576,0.507,0.0833,3,0.0043,0.2163,2.33,0.7509,4,0.0402,2,12.0119,0.5848,155909.8,155 910 RUB,Косметический
bedroom (667).jpg,bedroom,bedroom,0.7727,0.1689,1.0,0.0663,1,0.0001,0.1469,2.33,0.7814,2,0.025,1,6.006,0.4958,112669.54,112 670 RUB,Косметический
bedroom (668).jpg,bedroom,bow_window/indoor,0.5548,0.1498,0.4256,0.0407,0,0.0,0.1574,2.3333,0.7299,1,0.008,0,0.0,0.5861,80522.46,80 522 RUB,Без ремонта
bedroom (669).jpg,bedroom,bow_window/indoor,0.5628,0.1808,1.0,0.1105,0,0.0006,0.1687,2.33,0.6788,5,0.0113,0,0.0,0.4031,125283.77,125 284 RUB,Косметический
bedroom (67).jpeg,bedroom,bow_window/indoor,0.3621,0.2324,1.0,0.0819,0,0.0237,0.1682,2.3186,0.3581,1,0.0351,0,0.0,0.3308,118910.82,118 911 RUB,Косметический
bedroom (67).jpg,bedroom,bedroom,0.5853,0.2317,0.9491,0.0915,6,0.0072,0.1831,2.3186,0.6042,1,0.0362,4,21.3332,0.4318,149414.23,149 414 RUB,Косметический
bedroom (673).jpg,bedroom,bow_window/indoor,0.5383,0.1476,0.0985,0.0114,0,0.0,0.0953,2.3186,0.7259,1,0.0,0,0.0,0.6835,74178.46,74 178 RUB,Без ремонта
bedroom (676).jpg,bedroom,childs_room,0.6119,0.206,1.0,0.0796,4,0.0002,0.198,2.32,0.6633,1,0.0297,3,18.0722,0.4289,141931.56,141 932 RUB,Косметический
bedroom (677).jpg,bedroom,bow_window/indoor,0.4523,0.1645,1.0,0.0887,0,0.0005,0.1657,2.33,0.6364,0,0.0372,0,0.0,0.3632,96655.22,96 655 RUB,Косметический
bedroom (678).jpg,bedroom,bedroom,0.3987,0.2005,0.6094,0.0836,2,0.0,0.1943,2.33,0.4971,0,0.0339,1,6.006,0.46,115946.14,115 946 RUB,Косметический
bedroom (679).jpg,bedroom,hotel_room,0.5027,0.2469,1.0,0.0452,6,0.0,0.1767,2.3186,0.5087,1,0.0777,3,15.9999,0.392,152959.97,152 960 RUB,Косметический
bedroom (68).jpeg,bedroom,bow_window/indoor,0.5996,0.15,0.2645,0.0431,0,0.0,0.1524,2.31,0.7498,2,0.0237,0,0.0,0.6519,85908.82,85 909 RUB,Без ремонта
bedroom (68).jpg,bedroom,attic,0.6236,0.1453,0.1457,0.0158,0,0.0,0.1522,2.3186,0.767,0,0.0003,0,0.0,0.7026,70722.03,70 722 RUB,Без ремонта
bedroom (680).jpg,bedroom,attic,0.5002,0.1472,0.3723,0.0375,0,0.0,0.1614,2.3131,0.7057,0,0.0074,0,0.0,0.5809,78172.22,78 172 RUB,Без ремонта
bedroom (681).jpg,bedroom,bedroom,0.7424,0.1638,0.3585,0.0259,1,0.0,0.1454,2.3333,0.7794,3,0.0124,1,5.0,0.6842,99949.52,99 950 RUB,Косметический
bedroom (682).jpg,bedroom,bedchamber,0.3689,0.1508,1.0,0.1455,5,0.0,0.1863,2.32,0.5911,0,0.1534,4,24.0962,0.3185,176557.28,176 557 RUB,Капитальный
bedroom (683).jpg,bedroom,gymnasium/indoor,0.5141,0.1822,0.8492,0.0674,4,0.0065,0.1585,2.31,0.6457,2,0.0785,2,12.0845,0.4381,153627.49,153 627 RUB,Косметический
bedroom (684).jpg,bedroom,basement,0.5996,0.1446,0.2133,0.0299,0,0.0,0.1559,2.3063,0.7589,1,0.0035,0,0.0,0.6699,77753.89,77 754 RUB,Без ремонта
bedroom (685).jpg,bedroom,attic,0.396,0.1405,0.921,0.027,1,0.0,0.1257,2.33,0.6451,1,0.0295,0,0.0,0.3767,100301.54,100 302 RUB,Косметический
bedroom (686).jpg,bedroom,attic,0.7039,0.0715,0.0779,0.0132,0,0.0,0.0979,2.33,0.8984,1,0.0,0,0.0,0.7555,68993.31,68 993 RUB,Без ремонта
bedroom (687).jpg,bedroom,childs_room,0.7325,0.2133,1.0,0.1098,3,0.0014,0.2043,2.3186,0.7088,1,0.0582,2,10.6666,0.4712,140402.27,140 402 RUB,Косметический
bedroom (688).jpg,bedroom,bedroom,0.4742,0.2519,1.0,0.0653,2,0.0416,0.2046,2.33,0.4687,2,0.0461,1,6.006,0.3808,138533.44,138 533 RUB,Косметический
bedroom (689).jpg,bedroom,bow_window/indoor,0.5676,0.1162,0.4867,0.0416,1,0.0,0.1455,2.32,0.7953,0,0.0008,0,0.0,0.5727,73656.45,73 656 RUB,Без ремонта
bedroom (69).jpeg,bedroom,bow_window/indoor,0.5527,0.1212,0.2624,0.0368,0,0.0013,0.1671,2.32,0.7807,1,0.005,0,0.0,0.6351,81012.45,81 012 RUB,Без ремонта
bedroom (69).jpg,bedroom,bow_window/indoor,0.4462,0.224,1.0,0.089,0,0.0027,0.157,2.3186,0.4979,0,0.0195,0,0.0,0.361,96187.02,96 187 RUB,Косметический
bedroom (690).jpg,bedroom,basement,0.3576,0.2058,0.2225,0.0141,0,0.0004,0.16,2.3333,0.4244,0,0.0062,0,0.0,0.5735,89077.02,89 077 RUB,Без ремонта
bedroom (691).jpg,bedroom,corridor,0.4647,0.2136,0.118,0.0233,3,0.0,0.1769,2.31,0.5404,1,0.0373,0,0.0,0.6458,105959.13,105 959 RUB,Косметический
bedroom (692).jpg,bedroom,attic,0.6267,0.0945,0.2512,0.0234,0,0.0,0.1623,2.33,0.8492,2,0.0008,0,0.0,0.6706,78521.89,78 522 RUB,Без ремонта
bedroom (696).jpg,bedroom,basement,0.7324,0.1226,0.1804,0.0195,0,0.0,0.1382,2.32,0.8326,3,0.0007,0,0.0,0.735,86157.07,86 157 RUB,Без ремонта
bedroom (697).jpg,bedroom,basement,0.7675,0.0777,0.0647,0.0146,0,0.0,0.1192,2.32,0.8987,3,0.0,0,0.0,0.7847,82088.98,82 089 RUB,Без ремонта
bedroom (699).jpg,bedroom,youth_hostel,0.3911,0.1761,0.2974,0.0536,1,0.0,0.1845,2.3333,0.5499,1,0.0177,1,6.006,0.5565,113504.61,113 505 RUB,Косметический
bedroom (7).jpeg,bedroom,bow_window/indoor,0.64,0.0852,1.0,0.0456,0,0.0,0.1471,2.3235,0.8669,0,0.0111,0,0.0,0.4469,79023.58,79 024 RUB,Без ремонта
bedroom (7).jpg,bedroom,bow_window/indoor,0.6843,0.2166,0.5493,0.0426,0,0.0001,0.1563,2.3186,0.6834,2,0.0078,0,0.0,0.6004,91191.03,91 191 RUB,Косметический
bedroom (70).jpeg,bedroom,bedroom,0.4171,0.2156,1.0,0.1222,12,0.0016,0.1968,2.33,0.4832,1,0.1968,2,12.0119,0.3426,193824.01,193 824 RUB,Капитальный
bedroom (70).jpg,bedroom,entrance_hall,0.535,0.2055,0.8673,0.0705,0,0.0,0.188,2.3186,0.6158,0,0.0112,0,0.0,0.4397,86449.5,86 450 RUB,Без ремонта
bedroom (700).jpg,bedroom,bedroom,0.4343,0.2394,0.8665,0.042,2,0.0,0.1763,2.32,0.4488,2,0.0468,2,12.0481,0.4054,155527.03,155 527 RUB,Косметический
bedroom (701).jpg,bedroom,dining_room,0.5451,0.1649,1.0,0.1058,3,0.0194,0.1814,2.31,0.6975,0,0.0706,3,18.1268,0.3988,150091.82,150 092 RUB,Косметический
