filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score
bedroom (558).jpg,bedroom,television_room,0.5073,0.1849,0.7774,0.0989,7,0.0,0.1846,2.33,0.6355,3,0.0804,1,6.006,0.4499
bedroom (559).jpg,bedroom,artists_loft,0.5586,0.1987,0.7653,0.0353,1,0.0,0.1817,2.33,0.6443,1,0.0293,0,0.0,0.4868
bedroom (56).jpg,bedroom,youth_hostel,0.5161,0.2556,1.0,0.0821,3,0.0039,0.1825,2.3186,0.5047,1,0.0262,3,15.9999,0.3904
bedroom (560).jpg,bedroom,bedroom,0.4827,0.2258,1.0,0.0581,1,0.0,0.1943,2.3186,0.5323,1,0.0449,1,5.3333,0.3815
bedroom (561).jpg,bedroom,alcove,0.4754,0.1717,0.1416,0.0272,0,0.0,0.1464,2.3186,0.6388,0,0.0042,0,0.0,0.6423
bedroom (562).jpg,bedroom,bow_window/indoor,0.3181,0.2028,1.0,0.0623,0,0.0306,0.1398,2.3069,0.3623,0,0.0414,0,0.0,0.3178
bedroom (563).jpg,bedroom,entrance_hall,0.6195,0.0894,0.3528,0.0317,0,0.0,0.1568,2.33,0.8557,1,0.0062,0,0.0,0.6356
bedroom (564).jpg,bedroom,nursery,0.4702,0.1973,1.0,0.055,3,0.0001,0.1896,2.33,0.5804,1,0.0684,3,18.0179,0.3771
bedroom (565).jpg,bedroom,bow_window/indoor,0.2516,0.1977,1.0,0.0553,0,0.0001,0.1449,2.3097,0.2141,1,0.0499,0,0.0,0.2896
bedroom (566).jpg,bedroom,bow_window/indoor,0.3993,0.1539,1.0,0.057,3,0.0,0.1468,2.3069,0.6146,0,0.0187,1,5.988,0.3483
bedroom (567).jpg,bedroom,television_room,0.6412,0.1608,0.9453,0.0668,7,0.0,0.1662,2.33,0.7493,2,0.0472,5,30.0298,0.4595
bedroom (568).jpg,bedroom,alcove,0.4124,0.1086,0.2733,0.0317,0,0.0,0.1577,2.3186,0.7368,0,0.0086,0,0.0,0.5767
bedroom (569).jpg,bedroom,bow_window/indoor,0.6641,0.1036,0.1921,0.0235,0,0.0,0.1318,2.33,0.844,2,0.0003,0,0.0,0.7033
bedroom (57).jpeg,bedroom,bow_window/indoor,0.3072,0.1457,1.0,0.0552,0,0.0,0.1345,2.3186,0.5259,1,0.0122,0,0.0,0.3119
bedroom (57).jpg,bedroom,nursery,0.4878,0.2946,0.4427,0.0752,4,0.0,0.1815,2.3186,0.3961,0,0.0719,3,15.9999,0.5473
bedroom (570).jpg,bedroom,alcove,0.4458,0.1944,0.5886,0.0371,3,0.0,0.1857,2.33,0.5639,2,0.0374,2,12.0119,0.4943
bedroom (571).jpg,bedroom,bedroom,0.6614,0.2045,1.0,0.0822,3,0.0,0.1722,2.3186,0.6908,3,0.0137,1,5.3333,0.4481
bedroom (572).jpg,bedroom,bedroom,0.4974,0.2179,1.0,0.1076,3,0.0284,0.2028,2.3267,0.562,1,0.0783,3,17.857,0.3803
bedroom (573).jpg,bedroom,basement,0.6015,0.17,0.6125,0.062,0,0.0,0.1662,2.33,0.7173,0,0.0229,0,0.0,0.5444
bedroom (574).jpg,bedroom,bow_window/indoor,0.675,0.2158,1.0,0.081,3,0.0001,0.1934,2.33,0.6802,1,0.0214,1,6.006,0.4538
bedroom (575).jpg,bedroom,bow_window/indoor,0.3817,0.1532,0.5804,0.0929,0,0.0001,0.1603,2.3186,0.5987,1,0.0051,0,0.0,0.46
bedroom (576).jpg,bedroom,bedchamber,0.5271,0.2316,0.3609,0.0805,0,0.0,0.2329,2.3186,0.5606,1,0.0207,0,0.0,0.5865
bedroom (577).jpg,bedroom,bow_window/indoor,0.5401,0.1155,1.0,0.0428,0,0.0,0.1734,2.33,0.7861,0,0.0174,0,0.0,0.4075
bedroom (578).jpg,bedroom,childs_room,0.3773,0.1338,0.6103,0.084,2,0.0032,0.1916,2.33,0.6454,0,0.0489,0,0.0,0.4513
bedroom (579).jpg,bedroom,bow_window/indoor,0.4089,0.1041,0.6344,0.032,0,0.0001,0.0848,2.3186,0.7455,1,0.0062,0,0.0,0.4668
bedroom (58).jpeg,bedroom,entrance_hall,0.6045,0.139,0.338,0.024,0,0.0003,0.1442,2.33,0.7701,3,0.0075,0,0.0,0.6356
bedroom (58).jpg,bedroom,recreation_room,0.4696,0.2407,0.7541,0.0829,3,0.0047,0.1778,2.3186,0.4875,1,0.0304,3,15.9999,0.4455
bedroom (580).jpg,bedroom,artists_loft,0.4651,0.1078,0.2336,0.024,0,0.0,0.137,2.3186,0.7681,0,0.0046,0,0.0,0.6112
bedroom (581).jpg,bedroom,basement,0.4961,0.1469,0.1356,0.0234,0,0.0,0.1577,2.3186,0.7038,0,0.0028,0,0.0,0.6531
bedroom (582).jpg,bedroom,bow_window/indoor,0.4249,0.1493,0.1846,0.0358,0,0.0093,0.1611,2.3333,0.6487,3,0.0201,0,0.0,0.6084
bedroom (583).jpg,bedroom,childs_room,0.4625,0.1649,1.0,0.1434,4,0.0077,0.1852,2.3069,0.6434,1,0.0585,1,5.988,0.3571
bedroom (584).jpg,bedroom,alcove,0.7425,0.152,1.0,0.0366,0,0.0,0.1855,2.33,0.7953,1,0.0168,0,0.0,0.4897
bedroom (585).jpg,bedroom,utility_room,0.4176,0.1761,1.0,0.0768,2,0.0022,0.1792,2.33,0.5782,0,0.1186,1,6.006,0.3519
bedroom (586).jpg,bedroom,childs_room,0.5543,0.1142,1.0,0.0654,23,0.0004,0.1703,2.33,0.7939,0,0.0334,5,30.0298,0.4087
bedroom (587).jpg,bedroom,garage/indoor,0.7011,0.0924,0.2556,0.022,0,0.0,0.135,2.33,0.8682,3,0.0057,0,0.0,0.6993
bedroom (588).jpg,bedroom,garage/indoor,0.5188,0.1078,0.2083,0.0316,1,0.0,0.1704,2.33,0.7921,0,0.003,0,0.0,0.6387
bedroom (589).jpg,bedroom,dorm_room,0.4333,0.1726,0.4018,0.0581,2,0.0,0.1838,2.3186,0.6018,0,0.0623,2,10.6666,0.5412
bedroom (59).jpeg,bedroom,bow_window/indoor,0.5865,0.1071,0.4448,0.0347,0,0.0,0.1576,2.33,0.8175,1,0.0004,0,0.0,0.5942
bedroom (59).jpg,bedroom,bedroom,0.6104,0.2588,0.7483,0.0506,4,0.0003,0.1734,2.3186,0.576,3,0.0252,3,15.9999,0.5096
bedroom (590).jpg,bedroom,attic,0.6019,0.123,0.7285,0.0617,0,0.0,0.1412,2.33,0.7956,1,0.0008,0,0.0,0.5099
bedroom (591).jpg,bedroom,garage/indoor,0.4986,0.1078,0.138,0.033,0,0.0,0.134,2.3186,0.7838,0,0.0323,0,0.0,0.6514
bedroom (592).jpg,bedroom,closet,0.4981,0.1079,0.1303,0.0277,0,0.0,0.1624,2.3333,0.7834,0,0.0252,0,0.0,0.6546
bedroom (593).jpg,bedroom,bow_window/indoor,0.483,0.2118,0.5674,0.0385,0,0.0,0.189,2.33,0.5615,2,0.0162,0,0.0,0.5153
bedroom (594).jpg,bedroom,garage/indoor,0.5259,0.1741,0.1992,0.0251,0,0.0,0.1498,2.3186,0.6689,1,0.0057,0,0.0,0.6456
bedroom (595).jpg,bedroom,dorm_room,0.537,0.1948,0.5707,0.051,4,0.0,0.1644,2.31,0.6373,1,0.0461,1,6.0423,0.5334
bedroom (596).jpg,bedroom,entrance_hall,0.579,0.1516,0.5028,0.0753,1,0.0,0.2064,2.33,0.7381,2,0.0483,0,0.0,0.5657
bedroom (599).jpg,bedroom,bow_window/indoor,0.4329,0.166,0.5112,0.0475,0,0.2433,0.1434,2.3232,0.6165,2,0.0029,0,0.0,0.5346
bedroom (6).jpg,bedroom,attic,0.7101,0.1268,0.1997,0.0178,0,0.0,0.1149,2.3186,0.8215,2,0.0018,0,0.0,0.7206
bedroom (60).jpeg,bedroom,attic,0.4367,0.1832,1.0,0.0485,0,0.0001,0.1451,2.3186,0.5806,2,0.0095,0,0.0,0.365
bedroom (60).jpg,bedroom,dorm_room,0.4388,0.1688,0.4122,0.0705,3,0.0035,0.1881,2.3186,0.6154,1,0.0919,1,5.3333,0.5381
bedroom (600).jpg,bedroom,bow_window/indoor,0.5969,0.1488,0.1606,0.0279,0,0.0,0.1551,2.3303,0.7508,1,0.0177,0,0.0,0.685
bedroom (601).jpg,bedroom,attic,0.684,0.124,0.2954,0.0188,0,0.0,0.1676,2.3186,0.8187,3,0.006,0,0.0,0.6812
bedroom (602).jpg,bedroom,basement,0.7993,0.0961,0.1172,0.0186,0,0.0,0.1316,2.3069,0.8798,2,0.0,0,0.0,0.7808
bedroom (603).jpg,bedroom,childs_room,0.6038,0.1168,0.8309,0.0587,4,0.0,0.1431,2.33,0.8066,0,0.0397,3,18.0179,0.4805
bedroom (604).jpg,bedroom,dorm_room,0.4508,0.2678,1.0,0.1049,21,0.01,0.1925,2.3186,0.4058,0,0.1408,3,15.9999,0.3603
bedroom (606).jpg,bedroom,alcove,0.6151,0.0514,0.1158,0.0211,0,0.0,0.1216,2.33,0.9164,0,0.0001,0,0.0,0.7071
bedroom (607).jpg,bedroom,bow_window/indoor,0.5359,0.1639,0.5731,0.0504,0,0.0,0.1602,2.3186,0.6942,0,0.0946,0,0.0,0.5324
bedroom (608).jpg,bedroom,bow_window/indoor,0.4868,0.1334,0.9904,0.0483,1,0.003,0.1462,2.3069,0.7261,0,0.0136,0,0.0,0.3883
bedroom (609).jpg,bedroom,bow_window/indoor,0.4975,0.1093,0.2264,0.0336,0,0.0,0.1522,2.32,0.7803,0,0.0061,0,0.0,0.6244
bedroom (61).jpeg,bedroom,bow_window/indoor,0.4081,0.2221,0.2804,0.0289,0,0.0,0.1622,2.3186,0.4559,2,0.0273,0,0.0,0.5734
bedroom (61).jpg,bedroom,bow_window/indoor,0.5822,0.1088,0.1506,0.0358,0,0.0037,0.1292,2.3186,0.813,1,0.0086,0,0.0,0.6809
bedroom (610).jpg,bedroom,bow_window/indoor,0.5469,0.2093,0.3817,0.0392,0,0.0,0.1672,2.3097,0.6173,4,0.0061,0,0.0,0.5964
bedroom (611).jpg,bedroom,basement,0.5361,0.1621,1.0,0.0606,0,0.0013,0.179,2.33,0.6976,0,0.0357,0,0.0,0.4025
bedroom (615).jpg,bedroom,bedroom,0.5605,0.1254,1.0,0.0486,3,0.0003,0.1367,2.3069,0.7763,0,0.0425,3,17.964,0.4145
bedroom (616).jpg,bedroom,bow_window/indoor,0.8071,0.1255,1.0,0.0657,0,0.0,0.1265,2.33,0.8445,2,0.0081,0,0.0,0.5097
bedroom (617).jpg,bedroom,bedroom,0.6489,0.1654,0.5026,0.0451,4,0.0,0.1786,2.32,0.7451,1,0.0158,3,18.0722,0.5998
bedroom (618).jpg,bedroom,youth_hostel,0.3404,0.2123,1.0,0.07,1,0.0,0.1852,2.3186,0.3762,1,0.0225,1,5.3333,0.3222
bedroom (619).jpg,bedroom,bedroom,0.5304,0.1895,1.0,0.1129,6,0.0007,0.2286,2.3186,0.6427,2,0.0422,3,15.9999,0.3896
bedroom (62).jpeg,bedroom,bedroom,0.3435,0.2259,0.5256,0.0397,3,0.0,0.1953,2.3186,0.3424,1,0.0307,2,10.6666,0.4718
bedroom (620).jpg,bedroom,nursery,0.4622,0.1841,0.2812,0.0561,4,0.0,0.1768,2.31,0.6017,1,0.0616,3,18.1268,0.5893
bedroom (621).jpg,bedroom,bow_window/indoor,0.3478,0.1573,0.1706,0.0187,0,0.0008,0.1373,2.3333,0.5479,0,0.0174,0,0.0,0.5843
bedroom (622).jpg,bedroom,childs_room,0.622,0.1735,0.9696,0.067,3,0.0203,0.1761,2.32,0.721,2,0.0261,1,6.0241,0.4466
bedroom (623).jpg,bedroom,bow_window/indoor,0.4956,0.1676,0.352,0.0572,0,0.0093,0.1465,2.3186,0.6619,3,0.0001,0,0.0,0.5822
bedroom (624).jpg,bedroom,bedroom,0.3775,0.2062,1.0,0.0759,3,0.0001,0.1449,2.3186,0.4538,0,0.0462,3,15.9999,0.3358
bedroom (625).jpg,bedroom,bedroom,0.5007,0.2451,0.3259,0.0495,6,0.0,0.1673,2.3186,0.5105,0,0.0294,6,31.9998,0.5926
bedroom (626).jpg,bedroom,closet,0.5043,0.0803,0.2675,0.0289,0,0.0003,0.1256,2.3186,0.8408,0,0.0166,0,0.0,0.6157
bedroom (627).jpg,bedroom,bedroom,0.393,0.187,1.0,0.1323,4,0.0,0.2074,2.33,0.5242,0,0.1038,3,18.0179,0.3307
bedroom (628).jpg,bedroom,bow_window/indoor,0.4487,0.1676,0.2629,0.0384,0,0.0,0.1554,2.3186,0.6266,1,0.012,0,0.0,0.593
bedroom (629).jpg,bedroom,basement,0.5181,0.1406,0.4795,0.037,0,0.0,0.1708,2.3258,0.7287,0,0.0248,0,0.0,0.556
bedroom (63).jpeg,bedroom,basement,0.422,0.0977,0.1005,0.021,0,0.0,0.1252,2.3186,0.7684,0,0.0047,0,0.0,0.6344
bedroom (63).jpg,bedroom,bow_window/indoor,0.5843,0.2864,0.2652,0.0251,0,0.0003,0.1393,2.3186,0.5098,0,0.0022,0,0.0,0.6492
bedroom (631).jpg,bedroom,artists_loft,0.3017,0.1881,0.5555,0.042,0,0.0,0.1446,2.3186,0.3765,0,0.0066,0,0.0,0.4457
bedroom (632).jpg,bedroom,bedroom,0.607,0.2003,1.0,0.1402,23,0.0005,0.2065,2.31,0.67,2,0.1091,4,24.169,0.4148
bedroom (633).jpg,bedroom,attic,0.6107,0.2004,0.4762,0.0563,0,0.0,0.2084,2.3333,0.6719,6,0.0178,0,0.0,0.5902
bedroom (635).jpg,bedroom,bedroom,0.657,0.195,1.0,0.0686,1,0.0,0.1613,2.3267,0.7031,4,0.0524,1,5.9523,0.4491
bedroom (636).jpg,bedroom,television_room,0.4217,0.2146,1.0,0.0856,0,0.0029,0.1987,2.32,0.491,0,0.0273,0,0.0,0.3519
bedroom (637).jpg,bedroom,bedroom,0.4664,0.1883,1.0,0.1626,1,0.0,0.1774,2.33,0.5962,1,0.0938,1,6.006,0.354
bedroom (639).jpg,bedroom,bow_window/indoor,0.3776,0.1981,0.3832,0.0554,1,0.0037,0.1672,2.3303,0.4753,1,0.0169,0,0.0,0.5253
bedroom (64).jpeg,bedroom,basement,0.7167,0.0922,0.094,0.0129,0,0.0,0.1284,2.33,0.8713,1,0.0,0,0.0,0.7559
bedroom (64).jpg,bedroom,shower,0.6018,0.1657,0.4438,0.0495,1,0.0,0.1423,2.3186,0.7247,0,0.0222,0,0.0,0.5977
bedroom (640).jpg,bedroom,attic,0.6123,0.0888,0.1082,0.0105,0,0.0,0.1281,2.32,0.8551,1,0.0017,0,0.0,0.7103
bedroom (641).jpg,bedroom,attic,0.7123,0.1727,0.4285,0.0221,0,0.0,0.1757,2.33,0.7575,2,0.0063,0,0.0,0.652
bedroom (642).jpg,bedroom,attic,0.7237,0.1087,0.3179,0.0165,1,0.0,0.1156,2.33,0.8498,2,0.0085,0,0.0,0.6908
bedroom (643).jpg,bedroom,alcove,0.6985,0.1351,1.0,0.1378,1,0.0003,0.1636,2.3186,0.8066,3,0.0236,0,0.0,0.4519
bedroom (644).jpg,bedroom,bow_window/indoor,0.5415,0.106,0.7622,0.0272,1,0.0002,0.1188,2.33,0.8043,0,0.0039,0,0.0,0.4825
bedroom (645).jpg,bedroom,bow_window/indoor,0.5366,0.1186,0.9387,0.0251,0,0.0,0.1267,2.33,0.779,0,0.0057,0,0.0,0.428
bedroom (646).jpg,bedroom,nursery,0.4685,0.1965,1.0,0.0571,5,0.0,0.1655,2.3186,0.5807,1,0.0799,5,26.6665,0.376
bedroom (647).jpg,bedroom,bedroom,0.5149,0.2437,0.2116,0.0349,3,0.0006,0.2069,2.3186,0.5266,1,0.0108,2,10.6666,0.6356
bedroom (648).jpg,bedroom,bow_window/indoor,0.6937,0.0961,0.4564,0.0508,0,0.0,0.1332,2.3069,0.8615,4,0.0007,0,0.0,0.6304
bedroom (649).jpg,bedroom,bow_window/indoor,0.538,0.1233,1.0,0.0441,0,0.0002,0.1359,2.3097,0.7709,2,0.0031,0,0.0,0.4064
bedroom (65).jpeg,bedroom,bedroom,0.4729,0.183,1.0,0.083,6,0.0002,0.214,2.32,0.613,0,0.0794,6,36.1444,0.3726
bedroom (65).jpg,bedroom,playroom,0.6751,0.1667,0.7335,0.0767,5,0.0008,0.1789,2.3186,0.753,0,0.0328,1,5.3333,0.5347
bedroom (650).jpg,bedroom,nursery,0.5907,0.138,1.0,0.0829,4,0.0004,0.1842,2.3069,0.7663,1,0.0236,4,23.952,0.4198
bedroom (651).jpg,bedroom,elevator_lobby,0.4364,0.1799,1.0,0.1174,4,0.0,0.1869,2.3333,0.5878,0,0.0403,2,12.0481,0.3511
bedroom (652).jpg,bedroom,bow_window/indoor,0.451,0.1395,0.107,0.0308,0,0.0001,0.1194,2.3186,0.6908,2,0.0111,0,0.0,0.6421
bedroom (654).jpg,bedroom,basement,0.6151,0.1967,0.1051,0.0132,0,0.0,0.1974,2.3333,0.6803,1,0.0115,0,0.0,0.7119
bedroom (655).jpg,bedroom,basement,0.5618,0.1308,0.6882,0.0381,0,0.0,0.1486,2.3186,0.7671,1,0.005,0,0.0,0.5106
bedroom (657).jpg,bedroom,basement,0.7236,0.0954,0.5947,0.0512,0,0.0,0.1398,2.33,0.8682,4,0.0005,0,0.0,0.6008
bedroom (658).jpg,bedroom,bow_window/indoor,0.5023,0.2868,1.0,0.2127,8,0.0002,0.1912,2.3232,0.429,1,0.0304,5,30.395,0.3584
bedroom (659).jpg,bedroom,bedroom,0.5996,0.1763,0.7037,0.0688,2,0.0,0.1686,2.33,0.706,1,0.038,2,12.0119,0.515
bedroom (66).jpeg,bedroom,television_room,0.5526,0.1767,1.0,0.0708,5,0.0,0.2034,2.32,0.6802,2,0.0712,4,24.0962,0.4069
bedroom (66).jpg,bedroom,bedroom,0.6144,0.2329,0.6471,0.0804,5,0.0,0.1667,2.3186,0.6209,0,0.0125,5,26.6665,0.5355
bedroom (660).jpg,bedroom,home_theater,0.6195,0.2263,0.1301,0.0289,2,0.0,0.1694,2.3186,0.6347,1,0.005,2,10.6666,0.703
bedroom (661).jpg,bedroom,childs_room,0.4442,0.2291,0.9799,0.0956,8,0.0001,0.2074,2.33,0.4843,1,0.0492,3,18.0179,0.3646
bedroom (662).jpg,bedroom,bow_window/indoor,0.4369,0.1423,1.0,0.0904,0,0.0234,0.1619,2.33,0.6743,0,0.0519,0,0.0,0.359
bedroom (663).jpg,bedroom,bow_window/indoor,0.5845,0.1465,0.6947,0.0777,0,0.0067,0.1932,2.3186,0.7494,1,0.005,0,0.0,0.5105
bedroom (664).jpg,bedroom,entrance_hall,0.5589,0.2461,1.0,0.0884,0,0.0,0.1711,2.31,0.5597,1,0.0277,0,0.0,0.4059
bedroom (665).jpg,bedroom,bedroom,0.5146,0.1597,0.2335,0.044,2,0.0,0.1557,2.32,0.6897,0,0.0328,1,6.0241,0.627
bedroom (666).jpg,bedroom,bedroom,0.6327,0.1576,0.507,0.0833,3,0.0043,0.2163,2.33,0.7509,4,0.0402,2,12.0119,0.5848
bedroom (667).jpg,bedroom,bedroom,0.7727,0.1689,1.0,0.0663,1,0.0001,0.1469,2.33,0.7814,2,0.025,1,6.006,0.4958
bedroom (668).jpg,bedroom,bow_window/indoor,0.5548,0.1498,0.4256,0.0407,0,0.0,0.1574,2.3333,0.7299,1,0.008,0,0.0,0.5861
bedroom (669).jpg,bedroom,bow_window/indoor,0.5628,0.1808,1.0,0.1105,0,0.0006,0.1687,2.33,0.6788,5,0.0113,0,0.0,0.4031
bedroom (67).jpeg,bedroom,bow_window/indoor,0.3621,0.2324,1.0,0.0819,0,0.0237,0.1682,2.3186,0.3581,1,0.0351,0,0.0,0.3308
bedroom (67).jpg,bedroom,bedroom,0.5853,0.2317,0.9491,0.0915,6,0.0072,0.1831,2.3186,0.6042,1,0.0362,4,21.3332,0.4318
bedroom (673).jpg,bedroom,bow_window/indoor,0.5383,0.1476,0.0985,0.0114,0,0.0,0.0953,2.3186,0.7259,1,0.0,0,0.0,0.6835
bedroom (676).jpg,bedroom,childs_room,0.6119,0.206,1.0,0.0796,4,0.0002,0.198,2.32,0.6633,1,0.0297,3,18.0722,0.4289
bedroom (677).jpg,bedroom,bow_window/indoor,0.4523,0.1645,1.0,0.0887,0,0.0005,0.1657,2.33,0.6364,0,0.0372,0,0.0,0.3632
bedroom (678).jpg,bedroom,bedroom,0.3987,0.2005,0.6094,0.0836,2,0.0,0.1943,2.33,0.4971,0,0.0339,1,6.006,0.46
bedroom (679).jpg,bedroom,hotel_room,0.5027,0.2469,1.0,0.0452,6,0.0,0.1767,2.3186,0.5087,1,0.0777,3,15.9999,0.392
bedroom (68).jpeg,bedroom,bow_window/indoor,0.5996,0.15,0.2645,0.0431,0,0.0,0.1524,2.31,0.7498,2,0.0237,0,0.0,0.6519
bedroom (68).jpg,bedroom,attic,0.6236,0.1453,0.1457,0.0158,0,0.0,0.1522,2.3186,0.767,0,0.0003,0,0.0,0.7026
bedroom (680).jpg,bedroom,attic,0.5002,0.1472,0.3723,0.0375,0,0.0,0.1614,2.3131,0.7057,0,0.0074,0,0.0,0.5809
bedroom (681).jpg,bedroom,bedroom,0.7424,0.1638,0.3585,0.0259,1,0.0,0.1454,2.3333,0.7794,3,0.0124,1,5.0,0.6842
bedroom (682).jpg,bedroom,bedchamber,0.3689,0.1508,1.0,0.1455,5,0.0,0.1863,2.32,0.5911,0,0.1534,4,24.0962,0.3185
bedroom (683).jpg,bedroom,gymnasium/indoor,0.5141,0.1822,0.8492,0.0674,4,0.0065,0.1585,2.31,0.6457,2,0.0785,2,12.0845,0.4381
bedroom (684).jpg,bedroom,basement,0.5996,0.1446,0.2133,0.0299,0,0.0,0.1559,2.3063,0.7589,1,0.0035,0,0.0,0.6699
bedroom (685).jpg,bedroom,attic,0.396,0.1405,0.921,0.027,1,0.0,0.1257,2.33,0.6451,1,0.0295,0,0.0,0.3767
bedroom (686).jpg,bedroom,attic,0.7039,0.0715,0.0779,0.0132,0,0.0,0.0979,2.33,0.8984,1,0.0,0,0.0,0.7555
bedroom (687).jpg,bedroom,childs_room,0.7325,0.2133,1.0,0.1098,3,0.0014,0.2043,2.3186,0.7088,1,0.0582,2,10.6666,0.4712
bedroom (688).jpg,bedroom,bedroom,0.4742,0.2519,1.0,0.0653,2,0.0416,0.2046,2.33,0.4687,2,0.0461,1,6.006,0.3808
bedroom (689).jpg,bedroom,bow_window/indoor,0.5676,0.1162,0.4867,0.0416,1,0.0,0.1455,2.32,0.7953,0,0.0008,0,0.0,0.5727
bedroom (69).jpeg,bedroom,bow_window/indoor,0.5527,0.1212,0.2624,0.0368,0,0.0013,0.1671,2.32,0.7807,1,0.005,0,0.0,0.6351
bedroom (69).jpg,bedroom,bow_window/indoor,0.4462,0.224,1.0,0.089,0,0.0027,0.157,2.3186,0.4979,0,0.0195,0,0.0,0.361
bedroom (690).jpg,bedroom,basement,0.3576,0.2058,0.2225,0.0141,0,0.0004,0.16,2.3333,0.4244,0,0.0062,0,0.0,0.5735
bedroom (691).jpg,bedroom,corridor,0.4647,0.2136,0.118,0.0233,3,0.0,0.1769,2.31,0.5404,1,0.0373,0,0.0,0.6458
bedroom (692).jpg,bedroom,attic,0.6267,0.0945,0.2512,0.0234,0,0.0,0.1623,2.33,0.8492,2,0.0008,0,0.0,0.6706
bedroom (696).jpg,bedroom,basement,0.7324,0.1226,0.1804,0.0195,0,0.0,0.1382,2.32,0.8326,3,0.0007,0,0.0,0.735
bedroom (697).jpg,bedroom,basement,0.7675,0.0777,0.0647,0.0146,0,0.0,0.1192,2.32,0.8987,3,0.0,0,0.0,0.7847
bedroom (699).jpg,bedroom,youth_hostel,0.3911,0.1761,0.2974,0.0536,1,0.0,0.1845,2.3333,0.5499,1,0.0177,1,6.006,0.5565
bedroom (7).jpeg,bedroom,bow_window/indoor,0.64,0.0852,1.0,0.0456,0,0.0,0.1471,2.3235,0.8669,0,0.0111,0,0.0,0.4469
bedroom (7).jpg,bedroom,bow_window/indoor,0.6843,0.2166,0.5493,0.0426,0,0.0001,0.1563,2.3186,0.6834,2,0.0078,0,0.0,0.6004
bedroom (70).jpeg,bedroom,bedroom,0.4171,0.2156,1.0,0.1222,12,0.0016,0.1968,2.33,0.4832,1,0.1968,2,12.0119,0.3426
bedroom (70).jpg,bedroom,entrance_hall,0.535,0.2055,0.8673,0.0705,0,0.0,0.188,2.3186,0.6158,0,0.0112,0,0.0,0.4397
bedroom (700).jpg,bedroom,bedroom,0.4343,0.2394,0.8665,0.042,2,0.0,0.1763,2.32,0.4488,2,0.0468,2,12.0481,0.4054
bedroom (701).jpg,bedroom,dining_room,0.5451,0.1649,1.0,0.1058,3,0.0194,0.1814,2.31,0.6975,0,0.0706,3,18.1268,0.3988
bedroom (702).jpg,bedroom,bedroom,0.5431,0.2226,1.0,0.0867,5,0.0,0.1785,2.3186,0.5901,1,0.1264,4,21.3332,0.3999
bedroom (703).jpg,bedroom,basement,0.4858,0.1558,0.2657,0.0298,0,0.0,0.1622,2.3069,0.6792,0,0.0212,0,0.0,0.6087
bedroom (704).jpg,bedroom,attic,0.5463,0.1427,0.1784,0.0247,1,0.0,0.1477,2.31,0.7388,0,0.0076,0,0.0,0.66
bedroom (705).jpg,bedroom,attic,0.5209,0.1988,1.0,0.1327,2,0.0007,0.2068,2.33,0.6184,0,0.0926,2,12.0119,0.3819
bedroom (706).jpg,bedroom,bow_window/indoor,0.6162,0.1232,0.7526,0.0634,0,0.0,0.155,2.33,0.8001,5,0.0013,0,0.0,0.508
bedroom (707).jpg,bedroom,bedroom,0.5985,0.2635,0.6756,0.0399,2,0.0009,0.1333,2.3186,0.5597,0,0.0336,1,5.3333,0.5289
bedroom (708).jpg,bedroom,bow_window/indoor,0.5639,0.2288,1.0,0.0717,0,0.0,0.1673,2.3186,0.5943,2,0.0029,0,0.0,0.4112
bedroom (709).jpg,bedroom,alcove,0.2453,0.181,0.4847,0.0291,2,0.0,0.1581,2.3186,0.262,1,0.0197,0,0.0,0.4469
bedroom (71).jpeg,bedroom,attic,0.522,0.1634,0.1382,0.0218,0,0.0,0.1464,2.3186,0.6869,0,0.0203,0,0.0,0.663
bedroom (71).jpg,bedroom,artists_loft,0.6881,0.1682,0.4365,0.0328,1,0.0,0.132,2.3186,0.7555,2,0.0102,0,0.0,0.6377
bedroom (710).jpg,bedroom,alcove,0.4131,0.1389,0.1513,0.025,0,0.0,0.1284,2.3186,0.6637,0,0.0263,0,0.0,0.6148
bedroom (711).jpg,bedroom,entrance_hall,0.6566,0.1404,0.5366,0.0538,0,0.0,0.1837,2.33,0.7862,1,0.0071,0,0.0,0.5909
bedroom (712).jpg,bedroom,basement,0.388,0.1778,0.1542,0.0134,1,0.0,0.1724,2.3186,0.5416,1,0.0082,1,5.3333,0.6062
bedroom (713).jpg,bedroom,bedroom,0.4486,0.2553,1.0,0.1053,2,0.0,0.1952,2.33,0.4309,0,0.0557,2,12.0119,0.3584
bedroom (714).jpg,bedroom,basement,0.5702,0.152,0.1444,0.0313,0,0.0,0.1203,2.3186,0.7334,3,0.0,0,0.0,0.6785
bedroom (715).jpg,bedroom,basement,0.5922,0.1015,0.091,0.013,0,0.0,0.1121,2.33,0.8285,1,0.0,0,0.0,0.707
bedroom (716).jpg,bedroom,bedroom,0.3887,0.1888,1.0,0.1017,2,0.0,0.1836,2.3186,0.5144,1,0.1533,2,10.6666,0.3352
bedroom (717).jpg,bedroom,alcove,0.5877,0.1518,0.2639,0.0165,0,0.0,0.1312,2.33,0.7416,0,0.0185,0,0.0,0.6526
